Date,EEM,GLD,HYG,IWM,QQQ,SPY,TLT,USO,UUP
2022-05-09,35.86728286743164,172.8800048828125,60.5184211730957,165.67015075683594,289.4267578125,375.8096923828125,98.30232238769531,76.56999969482422,23.89743423461914
2022-05-10,36.038719177246094,171.4199981689453,60.86526107788086,165.71751403808594,292.9429016113281,376.677978515625,99.1938705444336,74.52999877929688,23.949161529541016
2022-05-11,35.786067962646484,172.82000732421875,60.50265884399414,161.5970916748047,284.2547302246094,370.69403076171875,101.10558319091797,78.18000030517578,23.97502326965332
2022-05-12,35.55147171020508,170.1699981689453,60.479000091552734,163.49154663085938,283.5826416015625,370.3070373535156,100.91698455810547,79.2300033569336,24.181928634643555
2022-05-13,36.534996032714844,168.7899932861328,60.54997634887695,168.67288208007812,294.09222412109375,379.1602478027344,99.42533874511719,81.27999877929688,24.112960815429688
2022-05-16,36.390628814697266,170.39999389648438,60.463233947753906,167.8677520751953,290.6831970214844,377.6218566894531,99.32247924804688,83.11000061035156,24.018129348754883
2022-05-17,37.28392028808594,169.3300018310547,60.40804672241211,173.00172424316406,298.21234130859375,385.3896789550781,98.122314453125,81.11000061035156,23.81984519958496
2022-05-18,36.390628814697266,169.4199981689453,59.91140365600586,166.93948364257812,283.572998046875,369.85400390625,100.21403503417969,79.29000091552734,23.94053840637207
2022-05-19,36.96811294555664,171.91000366210938,60.313438415527344,167.2141571044922,282.053466796875,367.5887756347656,100.45405578613281,80.58000183105469,23.690532684326172
2022-05-20,37.12150573730469,172.02999877929688,60.27404022216797,166.7878875732422,281.1769104003906,367.7492370605469,101.5942153930664,81.6500015258789,23.742258071899414
2022-05-23,37.40122985839844,172.8300018310547,60.51054763793945,168.8054962158203,285.8520812988281,374.6297912597656,99.92255401611328,81.97000122070312,23.526731491088867
2022-05-24,36.75155258178711,174.1300048828125,60.8731575012207,166.3048095703125,279.7743225097656,371.76995849609375,101.89427947998047,82.0,23.457763671875
2022-05-25,36.9320182800293,173.0800018310547,61.79550552368164,169.2980499267578,283.6898193359375,375.0545654296875,102.29718780517578,82.4800033569336,23.543973922729492
2022-05-26,37.50950622558594,172.75999450683594,62.65473556518555,173.07749938964844,291.5500793457031,382.5486755371094,101.83425903320312,84.58999633789062,23.466384887695312
2022-05-27,37.94261932373047,172.85000610351562,63.214420318603516,177.73785400390625,301.066162109375,391.93988037109375,102.08287048339844,85.45999908447266,23.41465950012207
2022-05-31,38.47498321533203,171.13999938964844,62.670501708984375,175.53077697753906,300.2674560546875,389.7406921386719,99.92255401611328,85.47000122070312,23.457763671875
2022-06-01,38.20429229736328,172.22999572753906,62.43864059448242,174.5362091064453,298.0467224121094,386.5883483886719,99.8083267211914,85.54000091552734,23.638803482055664
2022-06-02,38.862979888916016,174.35000610351562,62.69979476928711,178.79873657226562,306.2088928222656,393.9503173828125,99.85990142822266,87.25,23.431901931762695
2022-06-03,38.231361389160156,172.5800018310547,62.23288345336914,177.1884765625,298.24151611328125,387.4849548339844,99.6451644897461,89.47000122070312,23.535350799560547
2022-06-06,38.43888854980469,171.82000732421875,61.765968322753906,177.95570373535156,299.23504638671875,388.664794921875,97.80733489990234,88.38999938964844,23.587080001831055
2022-06-07,38.55619430541992,172.94000244140625,61.908390045166016,180.8258056640625,301.816162109375,392.3929443359375,98.86367797851562,90.04000091552734,23.561216354370117
2022-06-08,38.763729095458984,172.77999877929688,61.37819290161133,178.03150939941406,299.6440734863281,388.1268005371094,97.98772430419922,91.98999786376953,23.63018226623535
2022-06-09,37.846466064453125,172.22999572753906,60.88755416870117,174.34088134765625,291.6182556152344,378.8959655761719,98.31405639648438,91.08000183105469,23.80260467529297
2022-06-10,37.4278678894043,174.5399932861328,59.8508415222168,169.6112518310547,281.33270263671875,367.90966796875,97.70429229736328,90.12999725341797,23.992265701293945
2022-06-13,36.11747741699219,169.92999267578125,57.84870529174805,161.64303588867188,268.2518615722656,353.9408264160156,94.63845825195312,90.36000061035156,24.225032806396484
2022-06-14,36.61798095703125,168.57000732421875,58.22856140136719,160.86427307128906,268.73876953125,352.87420654296875,93.44470977783203,88.44999694824219,24.276758193969727
2022-06-15,37.10026931762695,170.77000427246094,59.3602294921875,163.21958923339844,275.44964599609375,357.9049377441406,95.18806457519531,86.93000030517578,24.087099075317383
2022-06-16,35.96278381347656,172.69000244140625,58.418479919433594,155.65975952148438,264.3363037109375,346.05975341796875,95.94381713867188,87.66000366210938,23.854331970214844
2022-06-17,36.09928512573242,171.27000427246094,58.600521087646484,156.87539672851562,267.5505065917969,346.8057556152344,96.25296020507812,83.33999633789062,24.095720291137695
2022-06-21,36.681671142578125,170.6300048828125,58.56095886230469,159.68661499023438,274.3006591796875,355.5361328125,94.62125396728516,84.05000305175781,24.00950813293457
2022-06-22,36.02648162841797,171.30999755859375,58.54512023925781,159.38272094726562,273.900634765625,354.89154052734375,97.22339630126953,80.87999725341797,23.97502326965332
2022-06-23,36.13568115234375,170.25999450683594,58.96456527709961,161.29164123535156,277.9797058105469,358.3703308105469,98.02204132080078,78.9800033569336,24.000886917114258
2022-06-24,36.991065979003906,170.08999633789062,59.38396453857422,166.28721618652344,287.50433349609375,369.764404296875,96.66519165039062,81.2699966430664,23.949161529541016
2022-06-27,37.03657150268555,169.89999389648438,59.01993179321289,166.90452575683594,285.39642333984375,368.3519592285156,95.84074401855469,82.93000030517578,23.906055450439453
2022-06-28,36.80906677246094,169.6199951171875,58.37101745605469,163.7703857421875,276.7013854980469,360.825439453125,96.28730010986328,84.72000122070312,24.043991088867188
2022-06-29,36.66347885131836,169.49000549316406,58.28396224975586,162.10841369628906,276.9550476074219,360.5316162109375,97.79019927978516,82.94999694824219,24.181928634643555
2022-06-30,36.49057388305664,168.4600067138672,58.25230026245117,160.8452911376953,273.51995849609375,357.60260009765625,98.64898681640625,80.3499984741211,24.104339599609375
2022-07-01,36.26307678222656,168.32000732421875,58.80796432495117,162.79222106933594,275.3253173828125,361.384765625,99.66177368164062,81.66999816894531,24.181928634643555
2022-07-05,35.98098373413086,164.75,58.752315521240234,164.1408233642578,280.0387878417969,362.0671691894531,100.4448471069336,74.77999877929688,24.526771545410156
2022-07-06,35.762577056884766,162.13999938964844,58.52973937988281,162.92520141601562,281.83441162109375,363.29010009765625,98.75824737548828,73.66999816894531,24.638843536376953
2022-07-07,36.481475830078125,162.22999572753906,59.48365783691406,166.78102111816406,287.8654479980469,368.73114013671875,97.88917541503906,76.55000305175781,24.647462844848633
2022-07-08,36.481475830078125,162.3000030517578,59.53132247924805,166.76205444335938,288.2264709472656,368.42779541015625,96.80496215820312,78.54000091552734,24.63022232055664
2022-07-11,35.50778579711914,161.42999267578125,59.19746398925781,163.4095458984375,282.0686950683594,364.2190856933594,98.47428894042969,78.2300033569336,24.914714813232422
2022-07-12,35.37128448486328,160.8300018310547,59.435943603515625,162.8491973876953,279.336181640625,360.9961242675781,99.05944061279297,72.80999755859375,24.90609359741211
2022-07-13,35.289390563964844,161.60000610351562,59.372352600097656,162.7067413330078,278.76043701171875,359.1002197265625,100.19527435302734,73.19000244140625,24.854366302490234
2022-07-14,34.97089767456055,159.3300018310547,59.26107406616211,161.0352325439453,279.755859375,358.2281799316406,99.37781524658203,72.8499984741211,25.02678871154785
2022-07-15,35.15289306640625,159.00999450683594,60.01622772216797,164.38772583007812,284.8304443359375,365.0721740722656,99.93714141845703,73.73999786376953,24.880229949951172
2022-07-18,35.39858627319336,159.16000366210938,59.435943603515625,163.92237854003906,282.4199523925781,362.05780029296875,98.89596557617188,76.80999755859375,24.742294311523438
2022-07-19,35.98098373413086,159.5399932861328,60.22291564941406,169.70620727539062,291.1053161621094,371.8403015136719,98.36243438720703,78.05000305175781,24.587116241455078
2022-07-20,35.8262825012207,158.0399932861328,60.485225677490234,172.36546325683594,295.7213134765625,374.21014404296875,98.62060546875,77.63999938964844,24.656085968017578
2022-07-21,36.235774993896484,160.27000427246094,61.20063781738281,173.2487030029297,299.9663391113281,378.0207824707031,100.3243408203125,75.48999786376953,24.587116241455078
2022-07-22,35.87178039550781,160.6699981689453,61.12115478515625,170.48500061035156,294.70635986328125,374.5134582519531,102.01091766357422,74.52999877929688,24.55263328552246
2022-07-25,35.99917984008789,160.22999572753906,61.10524368286133,171.36825561523438,293.0278015136719,374.9684143066406,101.01272583007812,76.22000122070312,24.518150329589844
2022-07-26,35.71708297729492,160.0399932861328,60.67600631713867,170.3140106201172,287.2701110839844,370.53216552734375,101.09020233154297,75.16000366210938,24.707809448242188
2022-07-27,36.38137435913086,161.6699981689453,61.34373474121094,174.1889190673828,299.4100036621094,380.15350341796875,100.52226257324219,77.87000274658203,24.50090789794922
2022-07-28,36.536075592041016,163.63999938964844,61.97172927856445,176.58221435546875,302.3377380371094,384.92156982421875,101.32254028320312,77.12999725341797,24.48366355895996
2022-07-29,36.36317443847656,164.10000610351562,62.154537200927734,177.8358154296875,307.8514709472656,390.53326416015625,101.04716491699219,78.05000305175781,24.38883399963379
2022-08-01,36.05378341674805,165.02999877929688,62.1737174987793,177.76937866210938,307.6660461425781,389.3768005371094,103.48072052001953,75.12999725341797,24.294002532958984
2022-08-02,35.88088607788086,164.0500030517578,61.88643264770508,177.59841918945312,306.74871826171875,386.8079528808594,101.29112243652344,75.93000030517578,24.44917869567871
2022-08-03,36.16297912597656,164.4499969482422,62.4290885925293,180.2101287841797,315.102294921875,392.865234375,102.88594055175781,73.52999877929688,24.518150329589844
2022-08-04,36.41777420043945,167.1699981689453,62.596649169921875,179.83029174804688,316.57586669921875,392.5997619628906,102.85142517089844,71.52999877929688,24.36297035217285
2022-08-05,36.45417785644531,165.2899932861328,62.2774658203125,181.20733642578125,313.98980712890625,391.9361877441406,100.40320587158203,71.54000091552734,24.569873809814453
2022-08-08,36.49967575073242,166.69000244140625,62.33329772949219,183.12582397460938,312.97479248046875,391.481201171875,102.02388000488281,73.54000091552734,24.535390853881836
2022-08-09,36.36317443847656,167.1999969482422,61.87043380737305,180.62803649902344,309.4324035644531,389.9266052246094,101.62732696533203,73.44999694824219,24.5095272064209
2022-08-10,36.818172454833984,166.77999877929688,62.79617691040039,185.78506469726562,318.0689392089844,398.1165771484375,100.96353149414062,74.31999969482422,24.242277145385742
2022-08-11,36.963775634765625,166.33999633789062,62.43705749511719,186.47833251953125,316.26361083984375,398.1165771484375,98.61013793945312,76.27999877929688,24.259517669677734
2022-08-12,37.35506820678711,167.8699951171875,62.99565505981445,190.28671264648438,322.42138671875,404.8562927246094,99.61012268066406,74.9800033569336,24.354347229003906
2022-08-15,37.18217086791992,165.7100067138672,62.883968353271484,190.9610137939453,325.0270080566406,406.5246276855469,99.52392578125,72.87999725341797,24.569873809814453
2022-08-16,37.173065185546875,165.4199981689453,62.588680267333984,190.88507080078125,324.26580810546875,407.3209533691406,99.93770599365234,71.23999786376953,24.561254501342773
2022-08-17,37.018367767333984,164.35000610351562,61.942283630371094,187.67501831054688,320.5671691894531,404.4297790527344,98.89461517333984,72.05000305175781,24.59573745727539
2022-08-18,36.80906677246094,163.9199981689453,62.03803634643555,188.9191436767578,321.3381042480469,405.605224609375,99.0411605834961,74.20999908447266,24.785400390625
2022-08-19,36.30857849121094,162.72000122070312,61.40761184692383,184.86383056640625,315.072998046875,400.1546325683594,97.4463882446289,74.05999755859375,24.94057846069336
2022-08-22,35.990081787109375,161.63999938964844,60.71332550048828,181.05538940429688,306.7779235839844,391.822509765625,97.11878967285156,74.68000030517578,25.147480010986328
2022-08-23,36.181175231933594,162.77000427246094,60.86492156982422,181.34982299804688,306.5242614746094,390.87457275390625,96.5843276977539,76.83000183105469,25.044029235839844
2022-08-24,36.172080993652344,163.25,60.93675994873047,182.7364044189453,307.41229248046875,392.1257629394531,95.87743377685547,78.04000091552734,25.06127166748047
2022-08-25,36.954673767089844,163.75,61.511348724365234,185.5760955810547,312.8479919433594,397.6616516113281,97.21361541748047,76.5,25.018165588378906
2022-08-26,36.40867614746094,161.75999450683594,60.49787521362305,179.4788818359375,300.02490234375,384.2011413574219,97.94632720947266,75.8499984741211,25.112995147705078
2022-08-29,36.181175231933594,161.86000061035156,60.266448974609375,177.82638549804688,297.0679931640625,381.6607360839844,97.13603210449219,78.69000244140625,25.121618270874023
2022-08-30,35.75349426269531,160.50999450683594,59.80360412597656,175.33807373046875,293.7597351074219,377.4709777832031,97.37739562988281,75.47000122070312,25.112995147705078
2022-08-31,35.88088607788086,159.27000427246094,59.47639465332031,174.2743682861328,292.052001953125,374.5987243652344,96.44636535644531,73.11000061035156,25.09575653076172
2022-09-01,35.59878158569336,157.8699951171875,59.63358688354492,172.37493896484375,292.1788024902344,375.7740783691406,94.68061065673828,70.94999694824219,25.319902420043945
2022-09-02,35.27119064331055,159.25999450683594,59.593482971191406,171.0358123779297,288.0508728027344,371.8119201660156,95.21622467041016,71.43000030517578,25.328523635864258
2022-09-06,34.852596282958984,158.3300018310547,59.43309783935547,169.34530639648438,285.9819030761719,370.40899658203125,92.85784149169922,71.41999816894531,25.475078582763672
2022-09-07,35.161991119384766,159.94000244140625,60.291202545166016,173.0302276611328,291.75921630859375,377.0633544921875,94.3264389038086,67.62000274658203,25.294038772583008
2022-09-08,34.97089767456055,158.97999572753906,60.55583572387695,174.47384643554688,293.27178955078125,379.5279235839844,93.35887908935547,68.08999633789062,25.34576416015625
2022-09-09,35.48958969116211,159.82000732421875,60.796424865722656,177.97830200195312,299.683349609375,385.4239807128906,93.56621551513672,71.0999984741211,25.164724349975586
